OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,LICHT,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
109150,7.17122E+18,7,1,43,73,2017,12,19,3,3,5,3,0,1,0,0,0,2,1,4.17934E+20,5.59048E+21,7.8438E+15,5.04606E+16
109151,7.17122E+18,7,1,32,51,2017,12,14,3,3,5,1,0,1,0,0,0,0,1,4.02514E+20,5.62022E+21,7.61881E+15,5.07255E+16
109152,7.17122E+18,7,1,38,45,2017,12,19,3,3,1,1,0,1,0,0,0,2,1,3.92438E+20,5.59017E+21,7.4848E+15,5.04536E+16
109153,7.17121E+18,7,3,31,15,2017,12,7,4,3,8,1,0,1,0,0,0,2,2,4.442E+20,5.51153E+21,8.22535E+15,4.97537E+16
109154,7.17121E+18,7,3,19,0,2017,12,17,4,3,6,4,0,1,1,0,0,2,1,4.5402E+20,5.4991E+21,8.36313E+15,4.96427E+16
109155,7.17121E+18,7,3,19,0,2017,12,17,4,3,6,2,0,1,1,0,0,2,1,4.53519E+20,5.49762E+21,8.35636E+15,4.96293E+16
109156,7.17121E+18,7,3,19,0,2017,12,16,4,3,1,6,0,1,0,0,0,1,1,4.53979E+20,5.49733E+21,8.36277E+15,4.96268E+16
109157,7.17122E+18,7,2,35,60,2017,12,12,5,2,8,1,0,1,0,0,0,0,1,3.34863E+20,5.5179E+21,6.70562E+15,4.97908E+16
109158,7.17121E+18,7,2,31,25,2017,12,12,4,3,8,1,0,1,0,0,1,0,2,3.46526E+20,5.55405E+21,6.85313E+15,5.01189E+16
109159,7.17121E+18,7,2,33,20,2017,12,6,4,3,4,6,0,1,0,0,0,2,0,3.41953E+20,5.57076E+21,6.78226E+15,5.02678E+16
109160,7.17121E+18,7,2,32,52,2017,12,13,4,3,9,1,0,1,0,0,0,0,2,3.11074E+20,5.53792E+21,6.36566E+15,4.99637E+16
109161,7.17121E+18,7,2,31,77,2017,12,15,4,3,8,1,0,1,0,0,0,0,2,3.6495E+20,5.52729E+21,7.1201E+15,4.98827E+16
109162,7.17121E+18,7,1,34,4,2017,12,7,4,3,6,6,0,1,1,0,0,2,1,3.7636E+20,5.51827E+21,7.28173E+15,4.98042E+16
109163,7.17121E+18,7,1,34,22,2017,12,15,4,3,9,1,0,1,0,0,0,0,2,3.7013E+20,5.50377E+21,7.20002E+15,4.96725E+16
109164,7.17113E+18,7,3,15,0,2017,11,11,5,3,1,6,0,1,0,0,0,0,1,4.48003E+20,5.5392E+21,8.27442E+15,5.00029E+16
109165,7.17121E+18,7,1,34,2,2017,12,13,4,3,9,1,0,1,0,0,0,0,2,3.61338E+20,5.49813E+21,7.08024E+15,4.96198E+16
109166,7.17121E+18,7,2,35,112,2017,12,15,4,3,2,6,0,1,0,0,0,0,2,3.49991E+20,5.50485E+21,6.92066E+15,4.96775E+16
109167,7.17113E+18,7,2,32,231,2017,11,13,5,2,2,6,0,1,0,0,0,0,1,3.05817E+20,5.56429E+21,6.27907E+15,5.01989E+16
109168,7.17121E+18,7,1,43,36,2017,12,17,4,3,4,1,0,1,0,0,0,2,2,4.16482E+20,5.57962E+21,7.82577E+15,5.03627E+16
109169,7.17113E+18,7,2,32,18,2017,11,16,5,2,6,4,0,1,1,0,0,1,1,3.22163E+20,5.5385E+21,6.51986E+15,4.99723E+16
109170,7.17113E+18,7,2,31,126,2017,11,17,5,3,7,7,0,1,0,0,0,1,1,3.57565E+20,5.52866E+21,7.01686E+15,4.98934E+16
109171,7.17122E+18,7,1,33,6,2017,12,7,7,2,9,1,0,1,0,0,0,2,1,4.18123E+20,5.52251E+21,7.86108E+15,4.98494E+16
109172,7.17121E+18,7,1,32,2,2017,12,13,4,2,8,1,0,1,0,0,0,0,1,4.22019E+20,5.6255E+21,7.89399E+15,5.0776E+16
109173,7.17122E+18,7,1,31,6,2017,12,11,3,3,3,6,0,1,0,0,1,0,1,3.78932E+20,5.59742E+21,7.29229E+15,5.05162E+16
109174,7.17113E+18,7,2,31,134,2017,11,14,5,2,5,3,0,1,0,1,0,0,1,3.50819E+20,5.54006E+21,6.91858E+15,4.99941E+16
109175,7.17122E+18,7,1,37,228,2017,12,12,3,3,1,5,0,1,0,0,0,0,0,3.90141E+20,5.5862E+21,7.45362E+15,5.04176E+16
109176,7.17113E+18,7,1,34,34,2017,11,15,5,3,4,1,0,1,0,0,0,0,2,3.65485E+20,5.5093E+21,7.13378E+15,4.97211E+16
109177,7.17113E+18,7,2,35,5,2017,11,16,5,3,8,1,0,1,0,0,0,0,2,3.47153E+20,5.51247E+21,6.87836E+15,4.97453E+16
109178,7.17113E+18,7,2,35,60,2017,11,16,5,3,5,3,0,1,0,0,0,1,1,3.3647E+20,5.51974E+21,6.72714E+15,4.98078E+16
109179,7.17121E+18,7,1,37,216,2017,12,10,4,3,2,6,0,1,0,0,0,0,0,3.95577E+20,5.58375E+21,7.53079E+15,5.03965E+16
109180,7.17113E+18,7,2,11,0,2017,11,21,5,3,6,4,0,1,1,0,0,2,1,3.35027E+20,5.51045E+21,6.71104E+15,4.9724E+16
109181,7.17113E+18,7,1,43,216,2017,11,5,5,3,4,6,0,1,0,0,0,2,2,4.24466E+20,5.60775E+21,7.93231E+15,5.06168E+16
109182,7.17113E+18,7,1,41,6,2017,11,17,5,2,6,4,0,1,1,0,0,2,1,4.09592E+20,5.5759E+21,7.72981E+15,5.03283E+16
109183,7.17121E+18,7,1,37,3,2017,12,7,4,3,2,6,0,1,0,0,0,1,0,3.86913E+20,5.5864E+21,7.40814E+15,5.04187E+16
109184,7.17113E+18,7,1,43,46,2017,11,17,5,3,4,1,0,1,0,0,0,2,2,4.16561E+20,5.60058E+21,7.82221E+15,5.05512E+16
109185,7.17113E+18,7,1,38,3,2017,11,13,5,3,8,1,0,1,0,0,0,0,1,3.87366E+20,5.61414E+21,7.40613E+15,5.06682E+16
109186,7.17113E+18,7,1,38,41,2017,11,8,5,3,4,1,0,1,0,0,1,1,2,3.79994E+20,5.60681E+21,7.30424E+15,5.06008E+16
109187,7.17113E+18,7,1,32,54,2017,11,15,5,3,1,6,0,1,0,0,0,0,1,4.15789E+20,5.62816E+21,7.80503E+15,5.0799E+16
109188,7.17113E+18,7,1,31,70,2017,11,19,5,3,5,2,1,1,0,0,0,2,1,3.7319E+20,5.60884E+21,7.20744E+15,5.06177E+16
109189,7.17122E+18,7,1,34,42,2017,12,14,4,3,2,6,0,1,0,0,0,0,1,3.67025E+20,5.49772E+21,7.15907E+15,4.96174E+16
109190,7.17122E+18,7,1,32,65,2017,12,21,5,1,9,1,0,1,0,0,0,2,1,3.93301E+20,5.60378E+21,7.49306E+15,5.05762E+16
109191,7.17121E+18,7,1,37,228,2017,12,5,4,3,5,3,0,1,0,1,0,2,1,3.91578E+20,5.58516E+21,7.47414E+15,5.04084E+16
109192,7.17113E+18,7,1,31,2,2017,11,6,5,3,2,6,0,1,0,0,0,2,2,3.56717E+20,5.59535E+21,6.97992E+15,5.04926E+16
109193,7.17113E+18,7,1,37,89,2017,11,7,5,1,6,4,0,1,1,0,0,1,2,3.79697E+20,5.57351E+21,7.31074E+15,5.03014E+16
109194,7.17113E+18,7,1,37,25,2017,11,6,5,3,4,1,0,1,0,0,0,2,2,3.7401E+20,5.57963E+21,7.22888E+15,5.03553E+16
109195,7.17113E+18,7,1,40,133,2017,11,1,5,2,8,1,0,1,0,0,0,2,1,4.07515E+20,5.5565E+21,7.70537E+15,5.01535E+16
109196,7.17113E+18,7,1,11,0,2017,11,16,5,3,6,4,0,1,1,0,0,2,1,3.98229E+20,5.58072E+21,7.56892E+15,5.03697E+16
109197,7.17113E+18,7,1,11,0,2017,11,7,5,3,5,3,1,1,0,0,0,1,1,3.96501E+20,5.57778E+21,7.54544E+15,5.0343E+16
109198,7.17113E+18,7,1,11,0,2017,11,13,5,3,1,6,0,1,0,1,0,0,1,4.00211E+20,5.57864E+21,7.59733E+15,5.03514E+16
109199,7.17113E+18,7,3,40,27,2017,11,7,4,3,9,1,0,1,0,0,0,2,1,4.15577E+20,5.46089E+21,7.83889E+15,4.92949E+16
109200,7.17113E+18,7,3,40,502,2017,11,6,4,2,8,7,0,1,0,0,0,2,1,4.13E+20,5.43931E+21,7.80812E+15,4.91005E+16
109201,7.17113E+18,7,3,40,20,2017,11,4,4,3,4,6,0,0,0,0,1,2,1,4.09035E+20,5.45052E+21,7.7513E+15,4.92007E+16
109202,7.17113E+18,7,3,35,3,2017,11,20,4,2,2,6,0,1,0,0,1,2,1,3.86436E+20,5.47168E+21,7.43517E+15,4.93872E+16
109203,7.17113E+18,7,3,35,38,2017,11,18,4,1,1,6,0,1,0,0,1,2,1,3.92493E+20,5.47455E+21,7.51782E+15,4.94141E+16
109204,7.17122E+18,7,3,35,38,2017,12,6,2,3,4,2,0,1,0,0,0,2,1,3.95513E+20,5.4755E+21,7.55919E+15,4.94232E+16
109205,7.17122E+18,7,3,35,15,2017,12,5,2,3,9,1,0,1,0,0,0,2,2,4.19327E+20,5.47509E+21,7.88758E+15,4.94231E+16
109206,7.17122E+18,7,3,34,32,2017,12,5,2,3,1,1,0,1,0,0,0,2,2,4.47862E+20,5.45621E+21,8.28348E+15,4.92565E+16
109207,7.17122E+18,7,3,37,79,2017,12,8,2,3,8,1,0,1,0,0,0,0,2,4.2024E+20,5.44199E+21,7.90677E+15,4.91256E+16
109208,7.17121E+18,7,3,40,501,2017,12,11,3,2,8,1,0,1,0,0,0,0,1,4.12728E+20,5.44152E+21,7.80392E+15,4.91203E+16
109209,7.17121E+18,7,3,19,0,2017,12,15,3,2,2,6,0,0,0,0,1,0,0,4.48773E+20,5.49579E+21,8.29089E+15,4.96125E+16
109210,7.17121E+18,7,3,14,0,2017,12,6,3,3,2,6,0,1,0,0,0,2,0,4.55328E+20,5.48076E+21,8.38332E+15,4.94779E+16
109211,7.17121E+18,7,3,16,0,2017,12,17,3,2,6,4,0,1,1,0,0,2,0,4.42056E+20,5.46539E+21,8.20237E+15,4.93385E+16
109212,7.17121E+18,7,3,32,18,2017,12,16,3,3,9,1,0,1,0,0,0,2,0,4.29411E+20,5.46792E+21,8.02787E+15,4.93599E+16
109213,7.17121E+18,7,3,34,12,2017,12,13,3,3,5,3,0,1,0,0,0,0,0,4.47236E+20,5.43647E+21,8.27747E+15,4.90789E+16
109214,7.17121E+18,7,3,37,40,2017,12,7,3,2,8,1,0,1,0,0,0,0,1,4.31776E+20,5.44489E+21,8.06437E+15,4.9153E+16
109215,7.17121E+18,7,3,38,19,2017,12,17,3,3,5,3,0,1,0,1,0,2,1,4.53996E+20,5.475E+21,8.36561E+15,4.94259E+16
109216,7.17121E+18,7,3,14,0,2017,12,17,3,3,3,6,0,1,0,0,1,2,0,4.58745E+20,5.47837E+21,8.43074E+15,4.94566E+16
109217,7.17121E+18,7,3,33,39,2017,12,11,3,3,4,2,0,1,0,0,0,0,0,4.29723E+20,5.50226E+21,8.02606E+15,4.96688E+16
109218,7.17121E+18,7,3,19,0,2017,12,20,3,3,5,2,0,1,0,0,1,2,0,4.5369E+20,5.49565E+21,8.35897E+15,4.96116E+16
109219,7.17113E+18,7,3,35,22,2017,11,10,4,3,0,6,1,0,0,0,1,0,1,3.962E+20,5.47469E+21,7.56887E+15,4.94161E+16
109220,7.17122E+18,7,3,37,38,2017,12,11,6,3,4,2,0,1,0,0,0,0,0,4.44008E+20,5.44446E+21,8.23216E+15,4.91504E+16
109221,7.17121E+18,7,3,15,0,2017,12,16,3,3,1,6,0,1,0,0,1,2,0,4.49793E+20,5.53726E+21,8.29964E+15,4.99856E+16
109222,7.17122E+18,7,3,18,0,2017,12,7,2,3,0,7,0,0,1,0,1,0,1,4.58632E+20,5.46287E+21,8.43079E+15,4.93171E+16
109223,7.17122E+18,7,1,38,45,2017,12,6,7,3,5,3,0,1,0,0,0,2,1,3.89915E+20,5.58857E+21,7.44975E+15,5.04388E+16
109224,7.17122E+18,7,3,19,0,2017,12,6,2,3,1,1,0,1,0,0,0,2,2,4.53682E+20,5.49737E+21,8.35865E+15,4.96271E+16
109225,7.17113E+18,7,3,34,13,2017,11,17,4,2,2,6,0,1,0,0,1,2,1,4.42684E+20,5.43742E+21,8.215E+15,4.9087E+16
109226,7.17122E+18,7,3,12,0,2017,12,11,7,2,5,3,0,1,0,0,1,0,1,4.05661E+20,5.47146E+21,7.70004E+15,4.93886E+16
109227,7.17113E+18,7,3,34,34,2017,11,12,4,3,2,6,0,1,0,0,0,0,1,4.35969E+20,5.43877E+21,8.12283E+15,4.90985E+16
109228,7.17113E+18,7,3,34,15,2017,11,12,4,3,5,3,0,1,0,0,0,0,0,4.49364E+20,5.44432E+21,8.30562E+15,4.91496E+16
109229,7.17121E+18,7,3,15,0,2017,12,9,3,3,1,6,0,1,0,0,0,0,1,4.46911E+20,5.53816E+21,8.25932E+15,4.99934E+16
109230,7.17113E+18,7,3,37,83,2017,11,4,4,3,8,1,0,1,0,0,0,2,1,4.20898E+20,5.44982E+21,7.91425E+15,4.91961E+16
109231,7.17121E+18,7,3,15,0,2017,12,8,3,3,0,6,0,1,0,0,1,0,0,4.48324E+20,5.53767E+21,8.2791E+15,4.99891E+16
109232,7.17113E+18,7,3,14,0,2017,11,7,4,3,5,3,0,1,0,0,0,0,1,4.54438E+20,5.48241E+21,8.37085E+15,4.94927E+16
109233,7.17113E+18,7,3,31,18,2017,11,8,4,3,1,6,0,1,0,0,0,0,1,4.56175E+20,5.51195E+21,8.39153E+15,4.97584E+16
109234,7.17121E+18,7,2,32,111,2017,12,8,3,3,9,1,0,1,0,0,0,1,2,3.27263E+20,5.53419E+21,6.59286E+15,4.99351E+16
109235,7.17113E+18,7,3,39,30,2017,11,8,4,3,5,2,1,1,0,0,0,0,1,4.31078E+20,5.53605E+21,8.03883E+15,4.99728E+16
109236,7.17113E+18,7,3,15,0,2017,11,7,4,3,0,7,1,0,0,0,0,1,1,4.43422E+20,5.53925E+21,8.21049E+15,5.00028E+16
109237,7.17121E+18,7,1,34,69,2017,12,10,3,2,8,1,0,1,0,0,0,0,1,3.80701E+20,5.52639E+21,7.33953E+15,4.9878E+16
109238,7.17113E+18,7,3,15,0,2017,11,23,4,3,3,6,0,1,0,1,0,2,1,4.46974E+20,5.53888E+21,8.2601E+15,4.99999E+16
109239,7.17121E+18,7,1,43,260,2017,12,22,3,3,9,1,0,1,0,0,0,2,2,4.18458E+20,5.61774E+21,7.8452E+15,5.07058E+16
109240,7.17121E+18,7,1,41,121,2017,12,12,3,3,9,1,0,1,0,0,0,0,2,4.09566E+20,5.55626E+21,7.73413E+15,5.01517E+16
109241,7.17121E+18,7,1,43,79,2017,12,16,3,3,8,1,1,0,0,0,1,1,1,4.16688E+20,5.58208E+21,7.82812E+15,5.03849E+16
109242,7.17113E+18,7,2,32,256,2017,11,7,4,3,5,3,0,1,0,0,1,2,1,3.19039E+20,5.55436E+21,6.46884E+15,5.01139E+16
109243,7.17121E+18,7,1,38,3,2017,12,15,3,3,8,1,0,1,0,0,0,0,2,3.92418E+20,5.61134E+21,7.47841E+15,5.0644E+16
109244,7.17121E+18,7,1,32,96,2017,12,7,3,3,1,6,0,1,0,0,0,1,1,4.09367E+20,5.62483E+21,7.71475E+15,5.07681E+16
109245,7.17113E+18,7,2,31,90,2017,11,16,4,3,5,3,0,1,0,0,0,1,1,3.5771E+20,5.53087E+21,7.01806E+15,4.99132E+16
109246,7.17121E+18,7,1,31,7,2017,12,20,3,3,5,3,0,1,0,0,0,2,1,3.66808E+20,5.60109E+21,7.12005E+15,5.05466E+16
109247,7.17122E+18,7,3,31,47,2017,12,4,2,3,4,6,0,1,0,0,0,2,2,4.46491E+20,5.50097E+21,8.2586E+15,4.96589E+16
109248,7.17113E+18,7,2,31,87,2017,11,11,4,2,5,3,0,1,0,0,0,0,0,3.62478E+20,5.52785E+21,7.08552E+15,4.98872E+16
109249,7.17113E+18,7,2,31,126,2017,11,8,4,3,9,1,0,1,0,0,0,0,1,3.58337E+20,5.52724E+21,7.02812E+15,4.98808E+16
109250,7.17122E+18,7,3,20,0,2017,12,17,7,3,3,6,0,1,0,0,0,2,1,3.83606E+20,5.45389E+21,7.40136E+15,4.92268E+16
109251,7.17121E+18,7,1,37,68,2017,12,22,3,3,9,1,0,1,0,0,0,2,1,3.71647E+20,5.57591E+21,7.19694E+15,5.03213E+16
109252,7.17122E+18,7,3,15,0,2017,12,6,2,1,6,4,0,0,1,0,1,2,1,4.45007E+20,5.53522E+21,8.23318E+15,4.99668E+16
109253,7.17113E+18,7,2,31,9,2017,11,14,4,3,9,1,0,1,0,0,0,0,2,3.38021E+20,5.54914E+21,6.73633E+15,5.00725E+16
109254,7.17121E+18,7,1,37,57,2017,12,13,3,3,5,3,0,1,0,0,0,0,1,3.80467E+20,5.58203E+21,7.31884E+15,5.03781E+16
109255,7.17122E+18,7,3,31,73,2017,12,22,2,3,3,6,0,1,0,0,1,2,1,4.38405E+20,5.52076E+21,8.14345E+15,4.98361E+16
109256,7.17113E+18,7,2,11,0,2017,11,7,4,3,2,6,0,1,0,0,0,1,0,3.29135E+20,5.51264E+21,6.62841E+15,4.9742E+16
109257,7.17113E+18,7,1,38,45,2017,11,7,4,3,2,6,0,1,0,0,0,1,1,3.9046E+20,5.58661E+21,7.45799E+15,5.04213E+16
109258,7.17113E+18,7,1,31,70,2017,11,17,4,3,2,6,0,1,0,0,0,2,1,3.75427E+20,5.60333E+21,7.2409E+15,5.05686E+16
109259,7.17113E+18,7,1,31,7,2017,11,13,4,3,5,3,1,1,0,0,0,0,0,3.6598E+20,5.60097E+21,7.10842E+15,5.05453E+16
109260,7.17113E+18,7,1,31,90,2017,11,7,4,3,5,1,0,1,0,1,0,1,1,3.64327E+20,5.60357E+21,7.08416E+15,5.05683E+16
109261,7.17113E+18,7,1,37,81,2017,11,5,4,3,2,6,0,1,0,0,0,2,1,3.82867E+20,5.58626E+21,7.35126E+15,5.04166E+16
109262,7.17113E+18,7,1,40,161,2017,11,19,4,3,8,1,0,1,0,0,0,2,2,4.02198E+20,5.54688E+21,7.63343E+15,5.00661E+16
109263,7.17113E+18,7,1,11,0,2017,11,23,4,3,5,3,0,1,0,0,0,2,0,3.98532E+20,5.58082E+21,7.57314E+15,5.03707E+16
109264,7.17113E+18,7,3,33,502,2017,11,12,3,3,0,1,1,0,0,0,0,0,1,4.14965E+20,5.49834E+21,7.82243E+15,4.96317E+16
109265,7.17113E+18,7,3,16,0,2017,11,7,3,3,2,6,0,1,0,0,0,0,1,4.40458E+20,5.46387E+21,8.1806E+15,4.93247E+16
109266,7.17113E+18,7,3,34,7,2017,11,14,3,3,2,6,0,0,0,0,1,0,0,4.5309E+20,5.45238E+21,8.35578E+15,4.92224E+16
109267,7.17113E+18,7,3,34,7,2017,11,14,3,3,3,6,0,1,0,0,1,0,0,4.5309E+20,5.4524E+21,8.35577E+15,4.92226E+16
109268,7.17113E+18,7,3,38,19,2017,11,14,3,3,5,3,1,1,0,0,0,0,0,4.53465E+20,5.47616E+21,8.35815E+15,4.94363E+16
109269,7.17113E+18,7,3,15,0,2017,11,20,3,2,1,1,0,1,0,0,1,2,1,4.45278E+20,5.54149E+21,8.23608E+15,5.00232E+16
109270,7.17122E+18,7,3,15,0,2017,12,10,2,3,3,6,0,1,0,0,1,0,1,4.45926E+20,5.53502E+21,8.24603E+15,4.9965E+16
109271,7.17122E+18,7,3,31,3,2017,12,17,2,3,9,1,0,1,0,0,0,2,1,4.35866E+20,5.51383E+21,8.10929E+15,4.97735E+16
109272,7.17122E+18,7,2,31,503,2017,12,7,2,3,9,1,0,1,0,0,0,2,1,3.41049E+20,5.53992E+21,6.78243E+15,4.99904E+16
109273,7.17121E+18,7,1,11,0,2017,12,23,3,3,2,6,0,1,0,0,0,2,0,3.99545E+20,5.58064E+21,7.58744E+15,5.03692E+16
109274,7.17121E+18,7,1,11,0,2017,12,18,3,3,2,6,0,1,0,0,0,2,0,3.96892E+20,5.58302E+21,7.54949E+15,5.03901E+16
109275,7.17121E+18,7,1,11,0,2017,12,18,3,3,2,6,0,1,0,0,0,2,1,3.97162E+20,5.58279E+21,7.55335E+15,5.03882E+16
109276,7.17121E+18,7,3,40,222,2017,12,13,2,2,9,1,0,1,0,0,0,0,1,3.907E+20,5.45693E+21,7.49794E+15,4.92553E+16
109277,7.17121E+18,7,3,36,92,2017,12,12,2,3,4,7,0,1,0,0,0,0,1,3.80887E+20,5.47375E+21,7.35811E+15,4.94048E+16
109278,7.17121E+18,7,3,36,39,2017,12,10,2,3,1,7,0,1,0,0,0,0,1,3.76742E+20,5.48597E+21,7.29721E+15,4.95138E+16
109279,7.17121E+18,7,3,32,25,2017,12,8,2,3,4,2,1,1,0,0,0,0,1,4.46144E+20,5.46731E+21,8.25838E+15,4.93561E+16
109280,7.17121E+18,7,3,32,29,2017,12,11,2,3,8,1,0,0,0,0,1,0,1,4.38817E+20,5.49536E+21,8.15315E+15,4.96078E+16
109281,7.17121E+18,7,3,13,0,2017,12,11,2,3,1,6,0,1,0,0,0,0,1,4.35761E+20,5.44946E+21,8.11828E+15,4.91946E+16
109282,7.17121E+18,7,3,13,0,2017,12,7,2,3,6,6,1,0,1,0,0,2,0,4.35409E+20,5.449E+21,8.11353E+15,4.91904E+16
109283,7.17122E+18,7,1,38,73,2017,12,16,6,3,4,6,0,1,0,0,0,2,1,3.74137E+20,5.60739E+21,7.22132E+15,5.06048E+16
109284,7.17121E+18,7,3,18,0,2017,12,13,2,3,1,6,0,0,1,0,1,0,1,4.59832E+20,5.46381E+21,8.44722E+15,4.93257E+16
109285,7.17122E+18,7,3,39,12,2017,12,5,6,3,8,7,0,1,0,0,0,2,1,4.5258E+20,5.51922E+21,8.34074E+15,4.98235E+16
109286,7.17122E+18,7,3,12,0,2017,12,17,6,3,5,3,0,1,0,0,0,2,1,4.06068E+20,5.47804E+21,7.70409E+15,4.94478E+16
109287,7.17122E+18,7,3,37,18,2017,12,11,7,3,5,3,0,1,0,0,0,0,0,4.30511E+20,5.43665E+21,8.04844E+15,4.90788E+16
109288,7.17121E+18,7,3,38,6,2017,12,18,2,3,1,2,0,1,0,0,0,2,0,4.50176E+20,5.47547E+21,8.31288E+15,4.94299E+16
109289,7.17121E+18,7,3,38,26,2017,12,13,2,3,5,3,0,1,0,0,0,0,1,4.59462E+20,5.47149E+21,8.44133E+15,4.93948E+16
109290,7.17121E+18,7,3,14,0,2017,12,17,2,3,5,2,0,1,0,0,1,1,1,4.51147E+20,5.48129E+21,8.32554E+15,4.94823E+16
109291,7.17121E+18,7,3,14,0,2017,12,12,2,3,1,6,0,1,0,0,0,0,1,4.58652E+20,5.48116E+21,8.42917E+15,4.94817E+16
109292,7.17121E+18,7,1,33,62,2017,12,6,2,3,2,6,0,1,0,0,0,2,1,3.94681E+20,5.51791E+21,7.53635E+15,4.98044E+16
109293,7.17121E+18,7,3,33,26,2017,12,13,2,3,2,6,0,1,0,0,0,0,1,4.29704E+20,5.49412E+21,8.02726E+15,4.95956E+16
109294,7.17121E+18,7,2,35,78,2017,12,11,2,2,2,6,0,1,0,0,1,0,1,3.38677E+20,5.52032E+21,6.75756E+15,4.98136E+16
109295,7.17121E+18,7,2,31,110,2017,12,20,2,3,2,2,0,1,0,0,0,2,1,3.65287E+20,5.54302E+21,7.11929E+15,5.00243E+16
109296,7.17121E+18,7,2,31,72,2017,12,16,2,2,4,6,0,1,0,0,0,1,1,3.63081E+20,5.53919E+21,7.08988E+15,4.99893E+16
109297,7.17121E+18,7,1,34,41,2017,12,15,2,3,4,1,0,1,0,0,0,0,1,3.8092E+20,5.51058E+21,7.34742E+15,4.9736E+16
109298,7.17113E+18,7,2,32,292,2017,11,20,3,2,5,3,0,1,0,1,0,2,1,3.10514E+20,5.56125E+21,6.34631E+15,5.01732E+16
109299,7.17121E+18,7,1,43,299,2017,12,7,2,3,5,3,0,1,0,0,0,2,1,4.16262E+20,5.61534E+21,7.81466E+15,5.06838E+16
109300,7.17113E+18,7,2,32,111,2017,11,15,3,2,5,3,0,1,0,0,0,0,0,3.26447E+20,5.53405E+21,6.58155E+15,4.99336E+16
109301,7.17122E+18,7,3,36,10,2017,12,5,6,3,8,1,0,1,0,0,0,2,1,3.75756E+20,5.47633E+21,7.28662E+15,4.94269E+16
109302,7.17121E+18,7,1,32,6,2017,12,19,2,3,8,1,0,1,0,0,0,2,1,4.20131E+20,5.62539E+21,7.86724E+15,5.07748E+16
109303,7.17122E+18,7,2,33,501,2017,12,16,2,3,1,6,0,1,0,0,0,1,1,3.45182E+20,5.56349E+21,6.83051E+15,5.02033E+16
109304,7.17113E+18,7,2,31,134,2017,11,14,3,3,5,3,0,1,0,0,0,0,1,3.45911E+20,5.53642E+21,6.85161E+15,4.99602E+16
109305,7.17122E+18,7,3,34,13,2017,12,23,7,2,0,1,1,0,0,0,0,2,1,4.40491E+20,5.43895E+21,8.18476E+15,4.91006E+16
109306,7.17121E+18,7,1,32,6,2017,12,10,2,2,2,7,0,1,0,0,1,0,1,4.20369E+20,5.6272E+21,7.87022E+15,5.07911E+16
109307,7.17122E+18,7,2,33,39,2017,12,7,2,3,9,1,0,1,0,0,0,2,2,3.38049E+20,5.56681E+21,6.72922E+15,5.02313E+16
109308,7.17113E+18,7,2,35,45,2017,11,15,3,2,8,1,0,0,0,1,0,0,1,3.5202E+20,5.50275E+21,6.94957E+15,4.96591E+16
109309,7.17113E+18,7,2,11,0,2017,11,7,3,3,3,6,0,1,0,1,0,0,0,3.34051E+20,5.51221E+21,6.69677E+15,4.97395E+16
109310,7.17113E+18,7,1,43,225,2017,11,9,3,3,5,3,0,1,0,0,0,0,1,4.10058E+20,5.61765E+21,7.72629E+15,5.07037E+16
109311,7.17113E+18,7,1,43,67,2017,11,15,3,3,5,3,0,1,0,0,0,0,0,4.11905E+20,5.59865E+21,7.75695E+15,5.05331E+16
109312,7.17121E+18,7,1,31,2,2017,12,6,2,3,4,6,0,1,0,0,0,2,1,3.5694E+20,5.59594E+21,6.98284E+15,5.04979E+16
109313,7.17113E+18,7,1,40,145,2017,11,7,3,2,5,2,0,1,0,0,0,2,1,3.7727E+20,5.5316E+21,7.29014E+15,4.99242E+16
109314,7.17121E+18,7,1,37,3,2017,12,22,2,3,2,6,0,1,0,0,0,2,1,3.87698E+20,5.58623E+21,7.41924E+15,5.04174E+16
109315,7.17113E+18,7,1,40,501,2017,11,7,3,3,8,1,0,1,0,0,0,0,1,3.93342E+20,5.56239E+21,7.50539E+15,5.02041E+16
109316,7.17113E+18,7,1,11,0,2017,11,16,3,3,2,6,0,1,0,0,0,0,0,3.98865E+20,5.58192E+21,7.57753E+15,5.03806E+16
109317,7.17113E+18,7,1,11,0,2017,11,11,3,3,2,6,0,1,0,0,0,0,0,3.98303E+20,5.5792E+21,7.57037E+15,5.03561E+16
109318,7.17113E+18,7,1,11,0,2017,11,17,3,3,3,6,0,1,0,0,1,2,0,3.9427E+20,5.58118E+21,7.51314E+15,5.03732E+16
109319,7.17121E+18,7,1,37,3,2017,12,16,2,1,4,6,0,1,0,0,0,2,1,3.79295E+20,5.59034E+21,7.2997E+15,5.04526E+16
109320,7.17113E+18,7,3,20,0,2017,11,17,2,3,2,6,0,1,0,0,0,2,1,3.82076E+20,5.45729E+21,7.37936E+15,4.9257E+16
109321,7.17113E+18,7,3,35,34,2017,11,10,2,3,2,6,0,1,0,0,0,0,1,4.0789E+20,5.48222E+21,7.72825E+15,4.94857E+16
109322,7.17113E+18,7,3,13,0,2017,11,7,2,3,0,7,1,0,0,0,0,0,1,4.36221E+20,5.45054E+21,8.12443E+15,4.92043E+16
